dist_central_px	dist_central_um	dist_portal_px	dist_portal_um
6x24_1	915.089006599904	2562.24921847973	535.548401173974	1499.53552328713
6x26_1	846.465362551829	2370.10301514512	546.617608571111	1530.52930399911
6x28_1	790.92080513791	2214.57825438615	445.211769835434	1246.59295553922
6x30_1	751.837642047803	2105.14539773385	342.924831413533	960.189527957892
6x32_1	734.853155399091	2057.58883511745	263.524496015076	737.868588842214
6x34_1	740.646447368783	2073.81005263259	227.11442050209	635.920377405851
6x38_1	773.449015772856	2165.657244164	117.944817605523	330.245489295463
6x40_1	681.949858860606	1909.4596048097	118.810816005951	332.670284816663
6x42_1	577.442170264694	1616.83807674114	198.085486596065	554.639362468983
6x44_1	482.955173903334	1352.27448692934	215.300023223408	602.840065025542
6x46_1	404.754308192019	1133.31206293765	288.288137112855	807.206783915993
6x48_1	354.851532334299	993.584290536037	387.32829744288	1084.51923284006
6x50_1	348.607587410257	976.10124474872	501.424620456555	1403.98893727835
7x23_1	910.022472249999	2548.0629223	479.135575802924	1341.57961224819
7x25_1	831.033525196186	2326.89387054932	483.45973979226	1353.68727141833
7x27_1	765.122787531518	2142.34380508825	474.954187264414	1329.87172434036
7x29_1	714.327102943742	2000.11588824248	360.075561514524	1008.21157224067
7x31_1	684.02913680632	1915.2815830577	256.993112748182	719.580715694911
7x33_1	676.972924126216	1895.52418755341	183.653859202577	514.230805767216
7x37_1	707.391864527717	1980.69722067761	201.771777015518	564.960975643451
7x39_1	710.297719269885	1988.83361395568	158.200031605559	442.960088495566
7x41_1	597.8587124062	1674.00439473736	164.04584725009	459.328372300253
7x43_1	492.864139494851	1380.01959058558	141.601765525716	396.484943472006
7x45_1	396.607942431818	1110.50223880909	202.515826542026	567.044314317673
7x47_1	323.961540927314	907.09231459648	303.604808921071	850.093464978999
7x49_1	288.805557425753	808.655560792108	420.740121690338	1178.07234073295
7x51_1	302.081859766521	845.829207346259	541.146606752736	1515.21049890766
8x22_1	914.701273640744	2561.16356619408	434.01799501864	1215.25038605219
8x24_1	825.175290468637	2310.49081331218	420.574202727652	1177.60776763743
8x26_1	748.524949483983	2095.86985855515	432.140023603461	1209.99206608969
8x28_1	685.540057181198	1919.51216010735	395.191055060714	1106.53495417
8x30_1	640.239213107101	1792.66979669988	275.977263556258	772.736337957521
8x32_1	619.755435635703	1735.31521977997	170.554390151646	477.552292424609
8x34_1	626.991586865406	1755.57644322314	113.047114071966	316.531919401504
8x38_1	661.281135372846	1851.58717904397	216.857418595721	607.20077206802
8x40_1	628.800588422116	1760.64164758193	145.740111156812	408.072311239074
8x42_1	513.218277149207	1437.01117601778	85.51257217509	239.435202090252
8x44_1	407.337169921921	1140.54407578138	117.004999893167	327.613999700867
8x46_1	312.121931302496	873.941407646988	221.242175002869	619.478090008033
8x48_1	245.478878928514	687.340860999839	340.796830971182	954.231126719309
8x50_1	234.487739551559	656.565670744367	465.579746123046	1303.62328914453
9x23_1	829.060733601586	2321.37005408444	365.602106120848	1023.68589713837
9x25_1	741.229957570523	2075.44388119747	369.268262920062	1033.95113617617
9x27_1	664.919634241613	1861.77497587652	392.40682970611	1098.73912317711
9x29_1	606.519843038956	1698.25556050908	309.854998346	867.593995368801
9x31_1	570.108708931902	1596.30438500932	194.426181364548	544.393307820733
9x33_1	562.273999043171	1574.36719732088	85.0685018088364	238.191805064742
9x35_1	583.84134831305	1634.75577527654	70.5331127910856	197.49271581504
9x39_1	621.862082780418	1741.21383178517	129.550955226119	362.742674633134
9x41_1	548.667112190989	1536.26791413477	67.7997050141074	189.839174039501
9x43_1	430.622084895793	1205.74183770822	32.3632507637908	90.6171021386142
9x45_1	322.066095700867	901.785067962426	141.238698662938	395.468356256225
9x47_1	226.576984709392	634.415557186297	266.581188383577	746.427327474015
9x49_1	175.250363765671	490.701018543879	394.312173284062	1104.07408519537
9x51_1	196.465213205799	550.102596976237	522.826338280695	1463.91374718595
10x22_1	835.712659949579	2339.99544785882	318.533907143337	891.894940001343
10x24_1	738.104714793233	2066.69320142105	302.086030792554	845.840886219151
10x26_1	651.509631548145	1824.22696833481	317.200567464814	888.161588901479
10x28_1	578.7832841401	1620.59319559228	320.814728464888	898.281239701687
10x30_1	524.888912056637	1469.68895375858	218.158130721731	610.842766020848
10x32_1	500.929386241215	1402.6022814754	114.609118310892	320.905531270497
10x34_1	509.412063068789	1426.35377659261	0.223606797750182	0.62609903370051
10x36_1	529.088924473004	1481.44898852441	74.4411848374274	208.435317544797
10x40_1	588.120098279255	1646.73627518191	38.7330608137286	108.45257027844
10x42_1	464.785208456551	1301.39858367834	0.538516480713383	1.50784614599747
10x44_1	344.426276581796	964.393574429029	80.4503573640292	225.261000619282
10x46_1	231.393560843857	647.901970362801	205.265145604411	574.742407692351
10x48_1	137.371976763822	384.641534938701	333.43104234609	933.606918569052
10x50_1	117.695624387655	329.547748285434	461.23904865048	1291.46933622134
11x21_1	856.022663251388	2396.86345710389	285.224473003282	798.628524409189
11x23_1	750.244786719641	2100.685402815	248.053300723857	694.549242026798
11x25_1	652.288318153866	1826.40729083083	250.133264481156	700.373140547237
11x27_1	565.826333780958	1584.31373458668	285.300963896023	798.842698908865
11x29_1	496.229180923492	1389.44170658578	236.132589872724	661.171251643626
11x31_1	452.324418973816	1266.50837312668	131.735264830644	368.858741525804
11x33_1	443.230165940903	1241.04446463453	68.7995639521064	192.638779065898
11x35_1	470.47567418518	1317.33188771851	7.50732975164966	21.020523304619
11x37_1	476.966015560857	1335.5048435704	106.392574928893	297.899209800899
11x39_1	511.586835248915	1432.44313869696	85.8049532369778	240.253869063538
11x41_1	514.623435144572	1440.9456184048	16.6337007307457	46.5743620460878
11x43_1	388.918821863895	1088.97270121891	67.4169859901792	188.767560772502
11x45_1	265.078648706379	742.220216377861	162.428722829431	454.800423922406
11x47_1	145.732357422777	408.050600783775	281.118338071354	787.131346599791
11x49_1	56.2298852924314	157.443678818808	405.24387719002	1134.68285613206
11x51_1	106.531216082423	298.287405030786	531.468625602679	1488.1121516875
12x20_1	883.694517353141	2474.34464858879	269.007434841493	753.22081755618
12x22_1	772.096949870934	2161.87145963862	209.848755059447	587.576514166453
12x24_1	665.099428657099	1862.27840023988	187.072846773657	523.803970966238
12x26_1	567.217815305549	1588.20988285554	206.21942197572	577.414381532016
12x28_1	482.426170517313	1350.79327744848	278.53798663737	779.906362584637
12x30_1	416.002031245041	1164.80568748611	154.645045184125	433.006126515549
12x32_1	386.154399172144	1081.232317682	47.4723077172364	132.922461608262
12x34_1	395.571106123791	1107.59909714662	18.9973682387848	53.1926310685974
12x36_1	417.239799156312	1168.27143763767	34.0066170031657	95.2185276088639
12x38_1	435.224413377742	1218.62835745768	114.667737398102	321.069664714685
12x40_1	489.953436563109	1371.8696223767	76.1168181153154	213.127090722883
12x42_1	445.875700167659	1248.45196046944	92.5285901762261	259.080052493433
12x44_1	318.316399200544	891.285917761522	150.757852200143	422.121986160399
12x46_1	190.772456083157	534.162877032839	246.436056615099	690.020958522276
12x48_1	64.424219048429	180.387813335601	360.80670725473	1010.25878031324
12x50_1	23.3788365835432	65.4607424339209	481.044873166735	1346.92564486686
12x52_1	150.158749328836	420.44449812074	603.51507851917	1689.84221985368
13x19_1	889.641079312326	2490.99502207451	281.133864911362	787.174821751814
13x21_1	801.818433312679	2245.0916132755	185.129144112968	518.361603516309
13x23_1	688.237299192655	1927.06443773943	135.072499051435	378.202997344019
13x25_1	579.868743768795	1623.63248255262	134.970959839515	377.918687550642
13x27_1	481.35868123469	1347.80430745713	192.333512420483	538.533834777352
13x29_1	397.176635768017	1112.09458015045	212.045466822566	593.727307103184
13x31_1	341.236003375963	955.460809452695	85.2655264453343	238.743474046936
13x33_1	328.084196510591	918.635750229654	0.200000000000045	0.560000000000127
13x35_1	360.43778936177	1009.22581021296	0.447213595499958	1.25219806739988
13x37_1	363.917380733595	1018.96866605406	38.1295161259624	106.762645152695
13x39_1	408.973788891171	1145.12660889528	93.3999999999999	261.52
13x41_1	482.660336054249	1351.4489409519	130.831953283592	366.329469194058
13x43_1	383.292186197423	1073.21812135278	171.644108550221	480.603503940619
13x45_1	256.675222801111	718.69062384311	235.745137807761	660.08638586173
13x47_1	130.685882940737	365.920472234063	332.865438277993	932.02322717838
13x49_1	34.5117371339085	96.6328639749438	442.607568846264	1239.30119276954
13x51_1	101.111126984126	283.111155555552	560.946931536309	1570.65140830166
14x18_1	842.022945055537	2357.6642461555	318.607030681999	892.099685909596
14x20_1	830.840466034244	2326.35330489588	200.559417629789	561.566369363408
14x22_1	724.617947611015	2028.93025331084	104.617254790976	292.928313414732
14x24_1	608.53253816045	1703.89110684926	72.3660832158269	202.625033004315
14x26_1	499.230177373123	1397.84449664474	104.660259888842	293.048727688758
14x28_1	399.172468990535	1117.6829131735	208.372407002463	583.442739606896
14x30_1	316.537280584768	886.30438563735	167.141407197618	467.995940153331
14x32_1	273.268402856971	765.151527999519	58.3885262701501	163.48787355642
14x34_1	285.643834171158	799.802735679242	0.447213595499551	1.25219806739874
14x36_1	300.236789884251	840.663011675903	0.360555127546071	1.009554357129
14x38_1	326.96796479166	915.510301416647	29.1727612680048	81.6837315504133
14x40_1	394.94267938525	1105.8395022787	56.8200668778208	159.096187257898
14x42_1	459.472414841196	1286.52276155535	149.324144062506	418.107603375017
14x44_1	335.547030980755	939.531686746115	247.831010973203	693.926830724969
14x46_1	215.065873629453	602.184446162469	319.132464660053	893.570901048149
14x48_1	112.76045406081	315.729271370267	415.326040599431	1162.91291367841
14x50_1	103.690790333568	290.334212933992	522.28208853071	1462.38984788599
14x52_1	179.625889002672	502.95248920748	635.303596715775	1778.85007080417
15x17_1	799.582353482116	2238.83058974993	368.821284635255	1032.69959697871
15x19_1	777.649599755571	2177.4188793156	243.295088318692	681.226247292337
15x21_1	764.477298551108	2140.5364359431	117.447605339573	328.853294950803
15x23_1	643.117726392299	1800.72963389844	27.5465061305422	77.1302171655181
15x25_1	526.136455684264	1473.18207591594	22.0492630262328	61.7379364734519
15x27_1	414.522918546128	1160.66417192916	125.437035998145	351.223700794807
15x29_1	313.118412106347	876.73155389777	248.389089937541	695.489451825115
15x31_1	235.988241232482	660.767075450949	138.715716485192	388.404006158536
15x33_1	214.889762436464	601.6913348221	59.5215087174376	166.660224408825
15x35_1	250.525866927948	701.472427398255	31.1642423299525	87.259878523867
15x37_1	252.084112946453	705.835516250068	0.447213595499958	1.25219806739988
15x39_1	308.940512073118	865.033433804729	0.200000000000273	0.560000000000764
15x41_1	400.573189317508	1121.60493008902	65.0959292122019	182.268601794165
15x43_1	413.31440816889	1157.28034287289	166.465011338719	466.102031748415
15x45_1	296.815767775231	831.084149770647	288.277990835236	807.17837433866
15x47_1	197.760890976957	553.73049473548	404.205108824716	1131.7743047092
15x49_1	148.154007708195	414.831221582947	500.694527631369	1401.94467736783
15x51_1	180.011610736641	504.032510062596	604.781762291159	1693.38893441525
16x16_1	762.139442621886	2133.99043934128	429.968754678756	1203.91251310052
16x18_1	729.07784220891	2041.41795818495	304.255320413629	851.914897158161
16x20_1	716.350431004268	2005.78120681195	177.111095078767	495.911066220547
16x22_1	687.392784367133	1924.69979622797	50.6600434267481	141.848121594895
16x24_1	564.372439086105	1580.24282944109	5.02493781056037	14.069825869569
16x26_1	445.69496295112	1247.94589626314	51.1566222497147	143.238542299201
16x28_1	331.067983954957	926.990355073881	178.536298830238	499.901636724666
16x30_1	226.274214173865	633.567799686821	223.405505751313	625.535416103677
16x32_1	160.310511196241	448.869431349474	134.389954981762	376.291873948934
16x34_1	180.212430203912	504.594804570955	104.92530676629	293.790858945611
16x36_1	185.85209172888	520.385856840864	60.67124524847	169.879486695716
16x38_1	226.300022094564	633.640061864778	0.316227766016982	0.885437744847549
16x40_1	313.723397278558	878.425512379963	0.412310562561722	1.15446957517282
16x42_1	422.345462861862	1182.56729601321	87.3950227415729	244.706063676404
16x44_1	382.586630712575	1071.24256599521	215.118409254067	602.331545911386
16x46_1	283.736920403391	794.463377129494	342.203506703248	958.169818769095
16x48_1	215.953166218975	604.668865413129	471.526001403952	1320.27280393107
16x50_1	213.48660379518	597.762490626503	585.551645886168	1639.54460848127
17x17_1	689.01415079808	1929.23962223463	374.390838563125	1048.29434797675
17x19_1	663.119310531672	1856.73406948868	251.400914875026	703.922561650072
17x21_1	659.385661051254	1846.27985094351	133.294598540226	373.224875912633
17x23_1	611.175400355741	1711.29112099607	66.9011958039616	187.323348251093
17x25_1	486.640740176981	1362.59407249555	43.4028800887683	121.528064248551
17x27_1	365.527687049832	1023.47752373953	130.094926880336	364.265795264942
17x29_1	246.6832787199	690.71318041572	250.978564821779	702.739981500982
17x31_1	139.795886920896	391.428483378509	217.05549981514	607.755399482391
17x33_1	101.889449895463	285.290459707295	174.106461683649	487.498092714218
17x35_1	139.3707286341	390.23804017548	131.723953782143	368.827070589999
17x37_1	144.987482218294	405.964950211222	69.2356122237683	193.859714226551
17x39_1	229.901065678261	643.72298389913	4.70106370941708	13.1629783863678
17x41_1	338.924534373067	948.988696244586	36.9112448990819	103.351485717429
17x43_1	459.246099602381	1285.88907888667	155.770921548279	436.158580335181
17x45_1	369.393908991472	1034.30294517612	280.436552539073	785.222347109403
17x47_1	293.468158409051	821.710843545344	407.306714896772	1140.45880171096
17x49_1	263.530358782437	737.885004590824	536.111229130672	1501.11144156588
17x51_1	286.502356011255	802.206596831515	663.461528651059	1857.69228022297
18x18_1	621.48732891347	1740.16452095772	320.777337104728	898.176543893237
18x20_1	606.40118733393	1697.923324535	210.128056194312	588.358557344074
18x22_1	618.973941293169	1733.12703562087	128.974183463203	361.127713696969
18x24_1	530.060619174826	1484.16973368951	107.915985840838	302.164760354347
18x26_1	406.9460037892	1139.44881060976	120.686577546967	337.922417131507
18x28_1	282.920006362222	792.176017814222	216.933930034009	607.415004095224
18x30_1	160.162230254202	448.454244711765	291.936876738791	817.423254868614
18x32_1	56.2267729822722	157.434964350362	233.642140890722	654.197994494021
18x34_1	103.776924217284	290.575387808396	200.454109461493	561.271506492179
18x36_1	76.9615488409633	215.492336754697	140.731943779655	394.049442583034
18x38_1	152.88217685525	428.0700951947	76.3581036956786	213.8026903479
18x40_1	266.377551606737	745.857144498864	44.7146508428727	125.201022360044
18x42_1	387.138218211532	1083.98701099229	122.918672300021	344.172282440059
18x44_1	445.761214104592	1248.13139949286	235.564555907718	659.580756541609
18x46_1	366.23982579725	1025.4715122323	358.826991738359	1004.7155768674
18x48_1	320.631829361965	897.769122213501	484.718237742299	1357.21106567844
18x50_1	319.731340346861	895.24775297121	609.230604943646	1705.84569384221
19x17_1	582.247541858272	1630.29311720316	403.924745466281	1130.98928730559
19x19_1	552.361557315496	1546.61236048339	296.122424007369	829.142787220633
19x21_1	551.695178517993	1544.74649985038	208.833833465749	584.734733704096
19x23_1	580.03930901276	1624.11006523573	176.800452488109	495.041266966705
19x25_1	457.280406315425	1280.38513768319	153.601334629619	430.083736962932
19x27_1	332.138886612212	929.988882514194	205.397273594369	575.112366064233
19x29_1	206.073409250199	577.005545900556	302.950243439414	848.260681630359
19x31_1	81.504110325799	228.211508912237	308.886257382876	864.881520672052
19x33_1	22.953213282676	64.2689971914928	281.854661128746	789.193051160488
19x35_1	49.5515892782458	138.744449979088	224.37147768823	628.240137527044
19x37_1	68.0103668568255	190.429027199112	158.503659263753	443.810245938509
19x39_1	187.678048796337	525.498536629743	92.6738906057149	259.486893696002
19x41_1	313.750936253583	878.502621510033	129.234863717188	361.857618408125
19x43_1	440.204497932495	1232.57259421099	207.935086024461	582.218240868491
19x45_1	449.119193533298	1257.53374189323	317.217984988241	888.210357967076
19x47_1	392.98265865048	1100.35144422134	436.046522747287	1220.9302636924
19x49_1	371.700215227272	1040.76060263636	558.636957245043	1564.18348028612
20x16_1	554.084794954707	1551.43742587318	487.015564433007	1363.64358041242
20x18_1	508.996836925339	1425.19114339095	381.267596315239	1067.54926968267
20x20_1	490.300254945885	1372.84071384848	292.887589358102	820.085250202685
20x22_1	506.122801304189	1417.14384365173	240.23299107325	672.652375005099
20x24_1	517.900154469952	1450.12043251586	217.404162793632	608.73165582217
20x26_1	391.000319692964	1094.8008951403	223.461965443786	625.693503242602
20x28_1	263.000304182334	736.400851710534	290.946661778409	814.650652979546
20x30_1	135.100333086192	378.280932641337	388.247472625386	1087.09292335108
20x32_1	7.80576709875435	21.8561478765122	346.499249638437	970.197898987624
20x34_1	63.2870444877942	177.203724565824	308.31226054116	863.274329515247
20x36_1	0.499999999999818	1.39999999999949	237.365646208545	664.623809383925
20x38_1	118.729313987743	332.44207916568	166.625478243875	466.551339082849
20x40_1	247.344294456129	692.56402447716	151.924323266553	425.388105146348
20x42_1	374.312823718344	1048.07590641136	214.051605927169	599.344496596073
20x44_1	502.173515828941	1406.08584432104	293.745536136296	822.487501181629
20x46_1	468.420195977928	1311.5765487382	399.283458209829	1117.99368298752
20x48_1	434.644728485231	1217.00523975865	516.69956454404	1446.75878072331
20x50_1	434.745132232668	1217.28637025147	636.684325235042	1782.71611065812
21x15_1	538.480686747445	1507.74592289285	570.883569565634	1598.47399478377
21x17_1	475.669475581522	1331.87453162826	466.886763573353	1307.28293800539
21x19_1	439.493253645605	1230.58111020769	376.638447320504	1054.58765249741
21x21_1	436.485074200711	1222.15820776199	314.314524004221	880.080667211819
21x23_1	471.578392210669	1320.41949818987	291.870827593304	817.23831726125
21x25_1	455.433738319857	1275.2144672956	268.759167285509	752.525668399424
21x27_1	329.566412123566	922.785953945984	301.557324566988	844.360508787568
21x29_1	201.860867926401	565.210430193923	376.400332093371	1053.92092986144
21x31_1	74.6627751962112	209.055770549391	416.91861316089	1167.37211685049
21x33_1	7.84474346298234	21.9652816963506	385.04589336857	1078.12850143199
21x35_1	62.5476618268022	175.133453115046	320.831747182226	898.328892110234
21x37_1	81.2316440803708	227.448603425038	247.516827710764	693.047117590139
21x39_1	195.809218373396	548.265811445508	205.635721604978	575.780020493939
21x41_1	318.304633959357	891.252975086198	226.183642202526	633.314198167071
21x43_1	443.648599682226	1242.21607911023	295.109267899197	826.305950117752
21x45_1	548.207451609334	1534.98086450613	379.835767141537	1063.5401479963
21x47_1	502.842162114515	1407.95805392064	484.897556190996	1357.71315733479
21x49_1	487.30001026062	1364.44002872974	596.547483441176	1670.33295363529
22x16_1	452.255425616985	1266.31519172756	554.553306725332	1552.74925883093
22x18_1	394.318919150476	1104.09297362133	463.956905326346	1299.07933491377
22x20_1	373.300053576208	1045.24015001338	393.196808227127	1100.95106303596
22x22_1	393.444951676851	1101.64586469518	356.061974942565	996.973529839183
22x24_1	451.39030782683	1263.89286191512	334.054202188806	935.351766128658
22x26_1	380.389445174284	1065.090446488	337.781778667826	945.788980269912
22x28_1	255.327241006517	714.916274818247	387.487548187035	1084.9651349237
22x30_1	131.395966452551	367.908706067143	456.309215335391	1277.66580293909
22x32_1	21.9246436687121	61.389002272394	391.971542334389	1097.52031853629
22x34_1	80.4555156592762	225.275443845973	360.253646754616	1008.71021091293
22x36_1	111.791591812623	313.016457075343	331.758285503166	928.923199408864
22x38_1	173.583063689981	486.032578331948	276.746960236242	774.891488661477
22x40_1	282.187632613479	790.125371317742	268.966652208039	753.106626182508
22x42_1	398.448114564494	1115.65472078058	310.198807218855	868.556660212793
22x44_1	521.575469131745	1460.41131356889	383.645109443611	1074.20630644211
22x46_1	578.124943243241	1618.74984108107	469.967711656876	1315.90959263925
22x48_1	551.119769197223	1543.13535375222	572.883583287216	1604.0740332042
23x15_1	447.743229987903	1253.68104396613	639.316040781084	1790.08491418703
23x17_1	371.539244225963	1040.3098838327	550.368794536899	1541.03262470332
23x19_1	321.985620796954	901.559738231472	474.520747702353	1328.65809356659
23x21_1	320.89356490899	898.501981745171	425.741564801935	1192.07638144542
23x23_1	368.376071427013	1031.45299999564	403.844190251637	1130.76373270458
23x25_1	440.402554488504	1233.12715256781	388.737970874984	1088.46631844996
23x27_1	312.500143999967	875.000403199907	411.775594225787	1152.9716638322
23x29_1	185.401321462389	519.123700094689	459.261417931008	1285.93197020682
23x31_1	56.9197680951004	159.375350666281	373.187164838235	1044.92406154706
23x33_1	37.1962363687513	104.149461832504	318.251724268699	891.104827952357
23x35_1	152.568181479626	427.190908142952	295.29552993569	826.827483819932
23x37_1	183.030625852615	512.485752387323	306.226403172555	857.433928883153
23x39_1	260.247958685559	728.694284319564	323.382436134061	905.470821175371
23x41_1	364.596393289896	1020.86990121171	330.831875731466	926.329252048104
23x43_1	478.928230531465	1340.9990454881	355.345254646801	994.966713011043
23x45_1	598.350240243956	1675.38067268308	411.233279295341	1151.45318202695
23x47_1	617.496526306019	1728.99027365685	493.879094516057	1382.86146464496
24x16_1	363.034020444365	1016.49525724422	634.391440673659	1776.29603388624
24x18_1	288.498613514866	807.796117841624	556.566303327825	1558.38564931791
24x20_1	257.401243198241	720.723480955074	499.584026966435	1398.83527550602
24x22_1	287.021967800376	803.661509841052	470.097234622796	1316.27225694383
24x24_1	363.099394105801	1016.67830349624	447.723765283908	1253.62654279494
24x26_1	381.863025180496	1069.21647050539	450.426653296627	1261.19462923056
24x28_1	255.335465613377	714.939303717455	475.769902368781	1332.15572663259
24x30_1	134.664100635618	377.059481779732	372.533515270774	1043.09384275817
24x32_1	58.1104121479104	162.709154014149	290.737028945403	814.063681047127
24x34_1	124.76193329698	349.333413231544	246.480709184309	690.145985716066
24x36_1	225.754291210599	632.112015389678	238.590024938177	668.052069826896
24x38_1	263.831859334691	738.729206137134	259.263283169831	725.937192875527
24x40_1	346.317599899284	969.689279717994	271.200073746302	759.360206489647
24x42_1	448.519185765782	1255.85372014419	281.355042606313	787.794119297676
24x44_1	560.057327422828	1568.16051678392	328.827933728265	920.718214439141
24x46_1	678.292400075366	1899.21872021102	408.002181366718	1142.40610782681
24x48_1	665.311551079643	1862.872343023	505.597725469567	1415.67363131479
25x15_1	375.855889936555	1052.39649182235	719.525016938258	2014.67004742712
25x17_1	277.748969395028	777.697114306077	639.912251797073	1791.7543050318
25x19_1	210.677858352509	589.898003387026	577.387530173626	1616.68508448615
25x21_1	208.904284302644	584.931996047404	538.096273913879	1506.66956695886
25x23_1	276.729055214663	774.841354601057	515.54667102019	1443.53067885653
25x25_1	378.069636442812	1058.59498203987	501.479062374493	1404.14137464858
25x27_1	334.218162283261	935.81085439313	507.14828206354	1420.01518977791
25x29_1	218.498169328715	611.794874120403	391.826556016817	1097.11435684709
25x31_1	129.794337318698	363.424144492355	285.643781658204	799.802588642973
25x33_1	131.908794248147	369.344623894813	209.865981045047	587.624746926131
25x35_1	210.7238951804	590.026906505119	180.839044456666	506.349324478664
25x37_1	293.60807209612	822.102601869135	196.266400588588	549.545921648045
25x39_1	347.329253015061	972.521908442169	221.895944081905	621.308643429335
25x41_1	431.255898510386	1207.51651582908	216.899631166123	607.318967265143
25x43_1	533.161007576511	1492.85082121423	247.626048710551	693.352936389541
25x45_1	641.777843182515	1796.97796091104	321.875131067934	901.250366990216
25x47_1	730.565835500128	2045.58433940036	421.485753021381	1180.16010845987
26x16_1	294.861204637029	825.611372983681	727.071612704003	2035.80051557121
26x18_1	194.338776367456	544.148573828876	658.201306592444	1842.96365845884
26x20_1	141.14850335728	395.215809400383	611.221481952328	1711.42014946652
26x22_1	187.765944729069	525.744645241395	586.489258213652	1642.16992299823
26x24_1	289.055427210769	809.355196190152	564.599716613461	1580.87920651769
26x26_1	405.185204566998	1134.51857278759	553.29869871526	1549.23635640273
26x28_1	306.853597013299	859.190071637237	430.291215341424	1204.81540295599
26x30_1	214.930523658228	601.805466243038	310.722593320794	870.023261298224
26x32_1	175.00045714226	490.001279998328	203.083135685856	568.632779920398
26x34_1	211.314599590279	591.680878852782	134.851992940408	377.585580233144
26x36_1	293.966596741875	823.106470877249	123.092485554562	344.658959552773
26x38_1	368.143287321663	1030.80120450066	145.667704039021	407.86957130926
26x40_1	429.057070795949	1201.35979822866	155.483664736846	435.35426126317
26x42_1	514.736058577598	1441.26096401727	167.895235191473	470.106658536124
26x44_1	615.213540163089	1722.59791245665	232.791967215366	651.817508203024
26x46_1	723.433162082027	2025.61285382968	332.878866857	932.060827199599
26x48_1	782.230362489209	2190.24501496979	445.18304100673	1246.51251481885
27x17_1	212.782165606049	595.790063696937	740.611402828771	2073.71192792056
27x19_1	109.073369802165	305.405435446063	685.559771281834	1919.56735958913
27x21_1	103.004854254545	288.413591912725	652.135722070184	1825.98002179651
27x23_1	205.958078258659	576.682619124246	630.500222045956	1765.40062172868
27x25_1	327.207151511088	916.180024231046	604.574991212835	1692.80997539594
27x27_1	392.384059309244	1098.67536606588	478.84512109867	1340.76633907628
27x29_1	298.086497513725	834.64219303843	352.147071548238	986.011800335067
27x31_1	240.676317904359	673.893690132205	230.27828816456	644.779206860767
27x33_1	240.898837689184	674.516745529716	116.361720509796	325.81281742743
