dist_roi_px	dist_roi_um
52x42_9	NA	NA
52x44_9	NA	NA
9x33_10	NA	NA
10x32_10	NA	NA
10x34_10	NA	NA
11x31_10	NA	NA
11x33_10	NA	NA
11x35_10	NA	NA
12x30_10	NA	NA
12x32_10	NA	NA
12x34_10	NA	NA
12x36_10	NA	NA
13x29_10	NA	NA
13x31_10	NA	NA
13x33_10	NA	NA
13x35_10	NA	NA
13x37_10	NA	NA
14x28_10	NA	NA
14x30_10	NA	NA
14x32_10	NA	NA
14x34_10	NA	NA
14x36_10	NA	NA
14x38_10	NA	NA
15x29_10	NA	NA
15x31_10	NA	NA
15x33_10	NA	NA
15x35_10	NA	NA
15x37_10	NA	NA
15x39_10	NA	NA
16x26_10	NA	NA
16x28_10	NA	NA
16x30_10	NA	NA
16x32_10	NA	NA
16x34_10	NA	NA
16x36_10	NA	NA
16x38_10	NA	NA
16x40_10	NA	NA
17x27_10	NA	NA
17x29_10	NA	NA
17x31_10	NA	NA
17x33_10	NA	NA
17x35_10	NA	NA
17x37_10	NA	NA
17x39_10	NA	NA
17x41_10	NA	NA
18x26_10	NA	NA
18x28_10	NA	NA
18x30_10	NA	NA
18x32_10	NA	NA
18x34_10	NA	NA
18x36_10	NA	NA
18x38_10	NA	NA
18x40_10	NA	NA
18x42_10	NA	NA
19x25_10	NA	NA
19x27_10	NA	NA
19x29_10	NA	NA
19x31_10	NA	NA
19x33_10	NA	NA
19x35_10	NA	NA
19x37_10	NA	NA
19x39_10	NA	NA
19x41_10	NA	NA
19x43_10	NA	NA
19x47_10	NA	NA
20x24_10	NA	NA
20x26_10	NA	NA
20x28_10	NA	NA
20x30_10	NA	NA
20x32_10	NA	NA
20x34_10	NA	NA
20x36_10	NA	NA
20x38_10	NA	NA
20x40_10	NA	NA
20x42_10	NA	NA
20x44_10	NA	NA
20x46_10	NA	NA
20x48_10	NA	NA
21x23_10	NA	NA
21x25_10	NA	NA
21x27_10	NA	NA
21x29_10	NA	NA
21x31_10	NA	NA
21x33_10	NA	NA
21x35_10	NA	NA
21x37_10	NA	NA
21x39_10	NA	NA
21x41_10	NA	NA
21x43_10	NA	NA
21x45_10	NA	NA
21x47_10	NA	NA
21x49_10	NA	NA
22x22_10	NA	NA
22x24_10	NA	NA
22x26_10	NA	NA
22x28_10	NA	NA
22x30_10	NA	NA
22x32_10	NA	NA
22x34_10	NA	NA
22x36_10	NA	NA
22x38_10	NA	NA
22x40_10	NA	NA
22x42_10	NA	NA
22x44_10	NA	NA
22x46_10	NA	NA
22x48_10	NA	NA
22x50_10	NA	NA
23x23_10	NA	NA
23x25_10	NA	NA
23x27_10	NA	NA
23x29_10	NA	NA
23x31_10	NA	NA
23x33_10	NA	NA
23x35_10	NA	NA
23x37_10	NA	NA
23x39_10	NA	NA
23x41_10	NA	NA
23x43_10	NA	NA
23x45_10	NA	NA
23x47_10	NA	NA
23x49_10	NA	NA
24x22_10	NA	NA
24x24_10	NA	NA
24x26_10	NA	NA
24x28_10	NA	NA
24x30_10	NA	NA
24x32_10	NA	NA
24x34_10	NA	NA
24x36_10	NA	NA
24x38_10	NA	NA
24x40_10	NA	NA
24x42_10	NA	NA
24x44_10	NA	NA
24x46_10	NA	NA
24x48_10	NA	NA
24x50_10	NA	NA
25x21_10	NA	NA
25x23_10	NA	NA
25x25_10	NA	NA
25x27_10	NA	NA
25x29_10	NA	NA
25x31_10	NA	NA
25x33_10	NA	NA
25x35_10	NA	NA
25x37_10	NA	NA
25x39_10	NA	NA
25x41_10	NA	NA
25x43_10	NA	NA
25x45_10	NA	NA
25x47_10	NA	NA
25x49_10	NA	NA
25x51_10	NA	NA
26x20_10	NA	NA
26x22_10	NA	NA
26x24_10	NA	NA
26x26_10	NA	NA
26x28_10	NA	NA
26x30_10	NA	NA
26x32_10	NA	NA
26x34_10	NA	NA
26x36_10	NA	NA
26x38_10	NA	NA
26x40_10	NA	NA
26x42_10	NA	NA
26x44_10	NA	NA
26x46_10	NA	NA
26x48_10	NA	NA
26x50_10	NA	NA
27x21_10	NA	NA
27x23_10	NA	NA
27x25_10	NA	NA
27x27_10	NA	NA
27x29_10	NA	NA
27x31_10	NA	NA
27x33_10	NA	NA
27x35_10	NA	NA
27x37_10	NA	NA
27x39_10	NA	NA
27x41_10	NA	NA
27x43_10	NA	NA
27x45_10	NA	NA
27x47_10	NA	NA
27x49_10	NA	NA
27x51_10	NA	NA
28x20_10	NA	NA
28x22_10	NA	NA
28x24_10	NA	NA
28x26_10	NA	NA
28x28_10	NA	NA
28x30_10	NA	NA
28x32_10	NA	NA
28x34_10	NA	NA
28x36_10	NA	NA
28x38_10	NA	NA
28x40_10	NA	NA
28x42_10	NA	NA
28x44_10	NA	NA
28x46_10	NA	NA
28x48_10	NA	NA
28x50_10	NA	NA
29x19_10	NA	NA
29x21_10	NA	NA
29x23_10	NA	NA
29x25_10	NA	NA
29x27_10	NA	NA
29x29_10	NA	NA
29x31_10	NA	NA
29x33_10	NA	NA
29x35_10	NA	NA
29x37_10	NA	NA
29x39_10	NA	NA
29x41_10	NA	NA
29x43_10	NA	NA
29x45_10	NA	NA
29x47_10	NA	NA
29x49_10	NA	NA
30x18_10	NA	NA
30x20_10	NA	NA
30x22_10	NA	NA
30x24_10	NA	NA
30x26_10	NA	NA
30x28_10	NA	NA
30x30_10	NA	NA
30x32_10	NA	NA
30x34_10	NA	NA
30x36_10	NA	NA
30x38_10	NA	NA
30x40_10	NA	NA
30x42_10	NA	NA
30x44_10	NA	NA
30x46_10	NA	NA
30x48_10	NA	NA
30x50_10	NA	NA
31x19_10	NA	NA
31x21_10	NA	NA
31x23_10	NA	NA
31x25_10	NA	NA
31x27_10	NA	NA
31x29_10	NA	NA
31x31_10	NA	NA
31x33_10	NA	NA
31x35_10	NA	NA
31x37_10	NA	NA
31x39_10	NA	NA
31x41_10	NA	NA
31x43_10	NA	NA
31x45_10	NA	NA
31x47_10	NA	NA
31x49_10	NA	NA
32x18_10	NA	NA
32x20_10	NA	NA
32x22_10	NA	NA
32x24_10	NA	NA
32x26_10	NA	NA
32x28_10	NA	NA
32x30_10	NA	NA
32x32_10	NA	NA
32x34_10	NA	NA
32x36_10	NA	NA
32x38_10	NA	NA
32x40_10	NA	NA
32x42_10	NA	NA
32x44_10	NA	NA
32x46_10	NA	NA
32x48_10	NA	NA
32x50_10	NA	NA
33x17_10	NA	NA
33x19_10	NA	NA
33x21_10	NA	NA
33x23_10	NA	NA
33x25_10	NA	NA
33x27_10	NA	NA
33x29_10	NA	NA
33x31_10	NA	NA
33x33_10	NA	NA
33x35_10	NA	NA
33x37_10	NA	NA
33x39_10	NA	NA
33x41_10	NA	NA
33x43_10	NA	NA
33x45_10	NA	NA
33x47_10	NA	NA
33x49_10	NA	NA
33x51_10	NA	NA
34x18_10	NA	NA
34x20_10	NA	NA
34x22_10	NA	NA
34x24_10	NA	NA
34x26_10	NA	NA
34x28_10	NA	NA
34x30_10	NA	NA
34x32_10	NA	NA
34x34_10	NA	NA
34x36_10	NA	NA
34x38_10	NA	NA
34x40_10	NA	NA
34x42_10	NA	NA
34x44_10	NA	NA
34x46_10	NA	NA
34x48_10	NA	NA
34x50_10	NA	NA
35x17_10	NA	NA
35x19_10	NA	NA
35x21_10	NA	NA
35x23_10	NA	NA
35x25_10	NA	NA
35x27_10	NA	NA
35x29_10	NA	NA
35x31_10	NA	NA
35x33_10	NA	NA
35x35_10	NA	NA
35x37_10	NA	NA
35x39_10	NA	NA
35x41_10	NA	NA
35x43_10	NA	NA
35x45_10	NA	NA
35x47_10	NA	NA
35x49_10	NA	NA
35x51_10	NA	NA
36x18_10	NA	NA
36x20_10	NA	NA
36x22_10	NA	NA
36x24_10	NA	NA
36x26_10	NA	NA
36x28_10	NA	NA
36x30_10	NA	NA
36x32_10	NA	NA
36x34_10	NA	NA
36x36_10	NA	NA
36x38_10	NA	NA
36x40_10	NA	NA
36x42_10	NA	NA
36x44_10	NA	NA
36x46_10	NA	NA
36x48_10	NA	NA
36x50_10	NA	NA
36x52_10	NA	NA
37x19_10	NA	NA
37x21_10	NA	NA
37x23_10	NA	NA
37x25_10	NA	NA
37x27_10	NA	NA
37x29_10	NA	NA
37x31_10	NA	NA
37x33_10	NA	NA
37x35_10	NA	NA
37x37_10	NA	NA
37x39_10	NA	NA
37x41_10	NA	NA
37x43_10	NA	NA
37x45_10	NA	NA
37x47_10	NA	NA
37x49_10	NA	NA
37x51_10	NA	NA
38x18_10	NA	NA
38x20_10	NA	NA
38x22_10	NA	NA
38x24_10	NA	NA
38x26_10	NA	NA
38x28_10	NA	NA
38x30_10	NA	NA
38x32_10	NA	NA
38x34_10	NA	NA
38x36_10	NA	NA
38x38_10	NA	NA
38x40_10	NA	NA
38x42_10	NA	NA
38x44_10	NA	NA
38x46_10	NA	NA
38x48_10	NA	NA
38x50_10	NA	NA
39x19_10	NA	NA
39x21_10	NA	NA
39x23_10	NA	NA
39x25_10	NA	NA
39x27_10	NA	NA
39x29_10	NA	NA
39x31_10	NA	NA
39x33_10	NA	NA
39x35_10	NA	NA
39x37_10	NA	NA
39x39_10	NA	NA
39x41_10	NA	NA
39x43_10	NA	NA
39x45_10	NA	NA
39x47_10	NA	NA
39x49_10	NA	NA
39x51_10	NA	NA
40x18_10	NA	NA
40x20_10	NA	NA
40x22_10	NA	NA
40x24_10	NA	NA
40x26_10	NA	NA
40x28_10	NA	NA
40x30_10	NA	NA
40x32_10	NA	NA
40x34_10	NA	NA
40x36_10	NA	NA
40x38_10	NA	NA
40x40_10	NA	NA
40x42_10	NA	NA
40x44_10	NA	NA
40x46_10	NA	NA
40x48_10	NA	NA
40x50_10	NA	NA
40x52_10	NA	NA
41x19_10	NA	NA
41x21_10	NA	NA
41x23_10	NA	NA
41x25_10	NA	NA
41x27_10	NA	NA
41x29_10	NA	NA
41x31_10	NA	NA
41x33_10	NA	NA
41x35_10	NA	NA
41x37_10	NA	NA
41x39_10	NA	NA
41x41_10	NA	NA
41x43_10	NA	NA
41x45_10	NA	NA
41x47_10	NA	NA
41x49_10	NA	NA
41x51_10	NA	NA
42x20_10	NA	NA
42x22_10	NA	NA
42x24_10	NA	NA
42x26_10	NA	NA
42x28_10	NA	NA
42x30_10	NA	NA
42x32_10	NA	NA
42x34_10	NA	NA
42x36_10	NA	NA
42x38_10	NA	NA
42x40_10	NA	NA
42x42_10	NA	NA
42x44_10	NA	NA
42x46_10	NA	NA
42x48_10	NA	NA
42x50_10	NA	NA
42x52_10	NA	NA
43x21_10	NA	NA
43x23_10	NA	NA
43x25_10	NA	NA
43x27_10	NA	NA
43x29_10	NA	NA
43x31_10	NA	NA
43x33_10	NA	NA
43x35_10	NA	NA
43x37_10	NA	NA
43x39_10	NA	NA
43x41_10	NA	NA
43x43_10	NA	NA
43x45_10	NA	NA
43x47_10	NA	NA
43x49_10	NA	NA
43x51_10	NA	NA
44x22_10	NA	NA
44x24_10	NA	NA
44x26_10	NA	NA
44x28_10	NA	NA
44x30_10	NA	NA
44x32_10	NA	NA
44x34_10	NA	NA
44x36_10	NA	NA
44x38_10	NA	NA
44x40_10	NA	NA
44x42_10	NA	NA
44x44_10	NA	NA
44x46_10	NA	NA
44x48_10	NA	NA
44x50_10	NA	NA
44x52_10	NA	NA
45x23_10	NA	NA
45x25_10	NA	NA
45x27_10	NA	NA
45x29_10	NA	NA
45x31_10	NA	NA
45x33_10	NA	NA
45x35_10	NA	NA
45x37_10	NA	NA
45x39_10	NA	NA
45x41_10	NA	NA
45x43_10	NA	NA
45x45_10	NA	NA
45x47_10	NA	NA
45x49_10	NA	NA
45x51_10	NA	NA
46x24_10	NA	NA
46x26_10	NA	NA
46x28_10	NA	NA
46x30_10	NA	NA
46x32_10	NA	NA
46x34_10	NA	NA
46x36_10	NA	NA
46x38_10	NA	NA
46x40_10	NA	NA
46x42_10	NA	NA
46x44_10	NA	NA
46x46_10	NA	NA
46x48_10	NA	NA
46x50_10	NA	NA
46x52_10	NA	NA
47x25_10	NA	NA
47x27_10	NA	NA
47x29_10	NA	NA
47x31_10	NA	NA
47x33_10	NA	NA
47x35_10	NA	NA
47x37_10	NA	NA
47x39_10	NA	NA
47x41_10	NA	NA
47x43_10	NA	NA
47x45_10	NA	NA
47x47_10	NA	NA
47x49_10	NA	NA
47x51_10	NA	NA
47x53_10	NA	NA
48x26_10	NA	NA
48x28_10	NA	NA
48x30_10	NA	NA
48x32_10	NA	NA
48x34_10	NA	NA
48x36_10	NA	NA
48x38_10	NA	NA
48x40_10	NA	NA
48x42_10	NA	NA
48x44_10	NA	NA
48x46_10	NA	NA
48x48_10	NA	NA
48x50_10	NA	NA
48x52_10	NA	NA
48x54_10	NA	NA
49x27_10	NA	NA
49x29_10	NA	NA
49x31_10	NA	NA
49x33_10	NA	NA
49x35_10	NA	NA
49x37_10	NA	NA
49x39_10	NA	NA
49x41_10	NA	NA
49x43_10	NA	NA
49x45_10	NA	NA
49x47_10	NA	NA
49x49_10	NA	NA
49x51_10	NA	NA
49x53_10	NA	NA
49x55_10	NA	NA
50x28_10	NA	NA
50x30_10	NA	NA
50x32_10	NA	NA
50x34_10	NA	NA
50x36_10	NA	NA
50x38_10	NA	NA
50x40_10	NA	NA
50x42_10	NA	NA
50x44_10	NA	NA
50x46_10	NA	NA
50x48_10	NA	NA
50x50_10	NA	NA
50x52_10	NA	NA
50x54_10	NA	NA
50x56_10	NA	NA
51x29_10	NA	NA
51x31_10	NA	NA
51x33_10	NA	NA
51x35_10	NA	NA
51x37_10	NA	NA
51x39_10	NA	NA
51x41_10	NA	NA
51x43_10	NA	NA
51x45_10	NA	NA
51x47_10	NA	NA
51x49_10	NA	NA
51x51_10	NA	NA
51x53_10	NA	NA
51x55_10	NA	NA
51x57_10	NA	NA
52x30_10	NA	NA
52x32_10	NA	NA
52x34_10	NA	NA
52x36_10	NA	NA
52x38_10	NA	NA
52x40_10	NA	NA
52x42_10	NA	NA
52x44_10	NA	NA
52x46_10	NA	NA
52x48_10	NA	NA
52x50_10	NA	NA
52x52_10	NA	NA
52x54_10	NA	NA
52x56_10	NA	NA
52x58_10	NA	NA
53x33_10	NA	NA
53x35_10	NA	NA
53x37_10	NA	NA
53x39_10	NA	NA
53x41_10	NA	NA
53x43_10	NA	NA
53x45_10	NA	NA
53x47_10	NA	NA
53x49_10	NA	NA
53x51_10	NA	NA
53x53_10	NA	NA
53x55_10	NA	NA
53x57_10	NA	NA
54x34_10	NA	NA
54x36_10	NA	NA
54x38_10	NA	NA
54x40_10	NA	NA
54x42_10	NA	NA
54x44_10	NA	NA
54x46_10	NA	NA
54x48_10	NA	NA
54x50_10	NA	NA
54x52_10	NA	NA
54x54_10	NA	NA
54x56_10	NA	NA
55x35_10	NA	NA
55x37_10	NA	NA
55x39_10	NA	NA
55x41_10	NA	NA
55x43_10	NA	NA
55x45_10	NA	NA
55x47_10	NA	NA
55x49_10	NA	NA
55x51_10	NA	NA
55x53_10	NA	NA
55x55_10	NA	NA
56x36_10	NA	NA
56x38_10	NA	NA
56x40_10	NA	NA
56x42_10	NA	NA
56x44_10	NA	NA
56x46_10	NA	NA
56x48_10	NA	NA
56x50_10	NA	NA
56x52_10	NA	NA
56x54_10	NA	NA
57x37_10	NA	NA
57x39_10	NA	NA
57x41_10	NA	NA
57x43_10	NA	NA
57x45_10	NA	NA
57x47_10	NA	NA
57x49_10	NA	NA
57x51_10	NA	NA
57x53_10	NA	NA
58x42_10	NA	NA
58x44_10	NA	NA
58x46_10	NA	NA
58x48_10	NA	NA
58x50_10	NA	NA
58x52_10	NA	NA
59x43_10	NA	NA
59x45_10	NA	NA
59x47_10	NA	NA
59x49_10	NA	NA
59x51_10	NA	NA
60x44_10	NA	NA
60x46_10	NA	NA
60x48_10	NA	NA
23x27_11	NA	NA
23x29_11	NA	NA
24x24_11	NA	NA
24x26_11	NA	NA
24x28_11	NA	NA
24x30_11	NA	NA
24x32_11	NA	NA
24x34_11	NA	NA
25x23_11	NA	NA
25x25_11	NA	NA
25x27_11	NA	NA
25x29_11	NA	NA
25x31_11	NA	NA
25x33_11	NA	NA
25x35_11	NA	NA
25x37_11	NA	NA
26x22_11	NA	NA
26x24_11	NA	NA
26x26_11	NA	NA
26x28_11	NA	NA
26x30_11	NA	NA
26x32_11	NA	NA
26x34_11	NA	NA
26x36_11	NA	NA
26x38_11	NA	NA
26x40_11	NA	NA
27x23_11	NA	NA
27x25_11	NA	NA
27x27_11	NA	NA
27x29_11	NA	NA
27x31_11	NA	NA
27x33_11	NA	NA
27x35_11	NA	NA
27x37_11	NA	NA
27x39_11	NA	NA
27x41_11	NA	NA
28x22_11	NA	NA
28x24_11	NA	NA
28x26_11	NA	NA
28x28_11	NA	NA
28x30_11	NA	NA
28x32_11	NA	NA
28x34_11	NA	NA
28x36_11	NA	NA
28x38_11	NA	NA
28x40_11	NA	NA
28x42_11	NA	NA
28x44_11	NA	NA
29x21_11	NA	NA
29x23_11	NA	NA
29x25_11	NA	NA
29x27_11	NA	NA
29x29_11	NA	NA
29x31_11	NA	NA
29x33_11	NA	NA
29x35_11	NA	NA
29x37_11	NA	NA
29x39_11	NA	NA
29x41_11	NA	NA
29x43_11	NA	NA
29x45_11	NA	NA
29x47_11	NA	NA
30x22_11	NA	NA
30x24_11	NA	NA
30x26_11	NA	NA
30x28_11	NA	NA
30x30_11	NA	NA
30x32_11	NA	NA
30x34_11	NA	NA
30x36_11	NA	NA
30x38_11	NA	NA
30x40_11	NA	NA
30x42_11	NA	NA
30x44_11	NA	NA
30x46_11	NA	NA
30x48_11	NA	NA
30x50_11	NA	NA
30x52_11	NA	NA
31x21_11	NA	NA
31x23_11	NA	NA
31x25_11	NA	NA
31x27_11	NA	NA
31x29_11	NA	NA
31x31_11	NA	NA
31x33_11	NA	NA
31x35_11	NA	NA
31x37_11	NA	NA
31x39_11	NA	NA
31x41_11	NA	NA
31x43_11	NA	NA
31x45_11	NA	NA
31x47_11	NA	NA
31x49_11	NA	NA
31x51_11	NA	NA
31x53_11	NA	NA
31x55_11	NA	NA
31x57_11	NA	NA
31x59_11	NA	NA
32x20_11	NA	NA
32x22_11	NA	NA
32x24_11	NA	NA
32x26_11	NA	NA
32x28_11	NA	NA
32x30_11	NA	NA
32x32_11	NA	NA
32x34_11	NA	NA
32x36_11	NA	NA
32x38_11	NA	NA
32x40_11	NA	NA
32x42_11	NA	NA
32x44_11	NA	NA
32x46_11	NA	NA
32x48_11	NA	NA
32x50_11	NA	NA
32x52_11	NA	NA
32x54_11	NA	NA
32x56_11	NA	NA
32x58_11	NA	NA
32x60_11	NA	NA
33x21_11	NA	NA
33x23_11	NA	NA
33x25_11	NA	NA
33x27_11	NA	NA
33x29_11	NA	NA
33x31_11	NA	NA
33x33_11	NA	NA
33x35_11	NA	NA
33x37_11	NA	NA
33x39_11	NA	NA
33x41_11	NA	NA
33x43_11	NA	NA
33x45_11	NA	NA
33x47_11	NA	NA
33x49_11	NA	NA
33x51_11	NA	NA
33x53_11	NA	NA
33x55_11	NA	NA
33x57_11	NA	NA
33x59_11	NA	NA
33x61_11	NA	NA
34x20_11	NA	NA
34x22_11	NA	NA
34x24_11	NA	NA
34x26_11	NA	NA
34x28_11	NA	NA
34x30_11	NA	NA
34x32_11	NA	NA
34x34_11	NA	NA
34x36_11	NA	NA
34x38_11	NA	NA
34x40_11	NA	NA
34x42_11	NA	NA
34x46_11	NA	NA
34x48_11	NA	NA
34x50_11	NA	NA
34x52_11	NA	NA
34x54_11	NA	NA
34x56_11	NA	NA
34x58_11	NA	NA
34x60_11	NA	NA
34x62_11	NA	NA
35x21_11	NA	NA
35x23_11	NA	NA
35x25_11	NA	NA
35x27_11	NA	NA
35x29_11	NA	NA
35x31_11	NA	NA
35x33_11	NA	NA
35x35_11	NA	NA
35x37_11	NA	NA
35x39_11	NA	NA
35x41_11	NA	NA
35x43_11	NA	NA
35x47_11	NA	NA
35x49_11	NA	NA
35x51_11	NA	NA
35x53_11	NA	NA
35x55_11	NA	NA
35x57_11	NA	NA
35x59_11	NA	NA
35x61_11	NA	NA
36x20_11	NA	NA
36x22_11	NA	NA
36x24_11	NA	NA
36x26_11	NA	NA
36x28_11	NA	NA
36x30_11	NA	NA
36x32_11	NA	NA
36x34_11	NA	NA
36x36_11	NA	NA
36x38_11	NA	NA
36x40_11	NA	NA
36x42_11	NA	NA
36x48_11	NA	NA
36x50_11	NA	NA
36x52_11	NA	NA
36x54_11	NA	NA
36x56_11	NA	NA
36x58_11	NA	NA
36x60_11	NA	NA
36x62_11	NA	NA
37x19_11	NA	NA
37x21_11	NA	NA
37x23_11	NA	NA
37x25_11	NA	NA
37x27_11	NA	NA
37x29_11	NA	NA
37x31_11	NA	NA
37x33_11	NA	NA
37x35_11	NA	NA
37x37_11	NA	NA
37x39_11	NA	NA
37x41_11	NA	NA
37x43_11	NA	NA
37x49_11	NA	NA
37x51_11	NA	NA
37x53_11	NA	NA
37x55_11	NA	NA
37x57_11	NA	NA
37x59_11	NA	NA
37x61_11	NA	NA
38x20_11	NA	NA
38x22_11	NA	NA
38x24_11	NA	NA
38x26_11	NA	NA
38x28_11	NA	NA
38x30_11	NA	NA
38x32_11	NA	NA
38x34_11	NA	NA
38x36_11	NA	NA
38x38_11	NA	NA
38x40_11	NA	NA
38x42_11	NA	NA
38x44_11	NA	NA
38x46_11	NA	NA
38x48_11	NA	NA
38x50_11	NA	NA
38x52_11	NA	NA
38x54_11	NA	NA
38x56_11	NA	NA
38x58_11	NA	NA
38x60_11	NA	NA
38x62_11	NA	NA
39x19_11	NA	NA
39x21_11	NA	NA
39x23_11	NA	NA
39x25_11	NA	NA
39x27_11	NA	NA
39x29_11	NA	NA
39x31_11	NA	NA
39x33_11	NA	NA
39x35_11	NA	NA
39x37_11	NA	NA
39x39_11	NA	NA
39x41_11	NA	NA
39x43_11	NA	NA
39x45_11	NA	NA
39x47_11	NA	NA
39x49_11	NA	NA
39x51_11	NA	NA
39x53_11	NA	NA
39x55_11	NA	NA
39x57_11	NA	NA
39x59_11	NA	NA
39x61_11	NA	NA
40x18_11	NA	NA
40x20_11	NA	NA
40x22_11	NA	NA
40x24_11	NA	NA
40x26_11	NA	NA
40x28_11	NA	NA
40x30_11	NA	NA
40x32_11	NA	NA
40x34_11	NA	NA
40x36_11	NA	NA
40x38_11	NA	NA
40x40_11	NA	NA
40x42_11	NA	NA
40x44_11	NA	NA
40x46_11	NA	NA
40x48_11	NA	NA
40x50_11	NA	NA
40x52_11	NA	NA
40x54_11	NA	NA
40x56_11	NA	NA
40x58_11	NA	NA
40x60_11	NA	NA
40x62_11	NA	NA
41x19_11	NA	NA
41x21_11	NA	NA
41x23_11	NA	NA
41x25_11	NA	NA
41x27_11	NA	NA
41x29_11	NA	NA
41x31_11	NA	NA
41x33_11	NA	NA
41x35_11	NA	NA
41x37_11	NA	NA
41x39_11	NA	NA
41x41_11	NA	NA
41x43_11	NA	NA
41x45_11	NA	NA
41x47_11	NA	NA
41x49_11	NA	NA
41x51_11	NA	NA
41x53_11	NA	NA
41x55_11	NA	NA
41x57_11	NA	NA
41x59_11	NA	NA
41x61_11	NA	NA
42x18_11	NA	NA
42x20_11	NA	NA
42x22_11	NA	NA
42x24_11	NA	NA
42x26_11	NA	NA
42x28_11	NA	NA
42x30_11	NA	NA
42x32_11	NA	NA
42x34_11	NA	NA
42x36_11	NA	NA
42x38_11	NA	NA
42x40_11	NA	NA
42x42_11	NA	NA
42x44_11	NA	NA
42x46_11	NA	NA
42x48_11	NA	NA
42x50_11	NA	NA
42x52_11	NA	NA
42x54_11	NA	NA
42x56_11	NA	NA
42x58_11	NA	NA
42x60_11	NA	NA
42x62_11	NA	NA
43x17_11	NA	NA
43x19_11	NA	NA
43x21_11	NA	NA
43x23_11	NA	NA
43x25_11	NA	NA
43x27_11	NA	NA
43x29_11	NA	NA
43x31_11	NA	NA
43x33_11	NA	NA
43x35_11	NA	NA
43x37_11	NA	NA
43x39_11	NA	NA
43x41_11	NA	NA
43x43_11	NA	NA
43x45_11	NA	NA
43x47_11	NA	NA
43x49_11	NA	NA
43x51_11	NA	NA
43x53_11	NA	NA
43x55_11	NA	NA
43x57_11	NA	NA
43x59_11	NA	NA
43x61_11	NA	NA
44x18_11	NA	NA
44x20_11	NA	NA
44x22_11	NA	NA
44x24_11	NA	NA
44x26_11	NA	NA
44x28_11	NA	NA
44x30_11	NA	NA
44x32_11	NA	NA
44x34_11	NA	NA
44x36_11	NA	NA
44x38_11	NA	NA
44x40_11	NA	NA
44x42_11	NA	NA
44x44_11	NA	NA
44x46_11	NA	NA
44x48_11	NA	NA
44x50_11	NA	NA
44x52_11	NA	NA
44x54_11	NA	NA
44x56_11	NA	NA
44x58_11	NA	NA
44x60_11	NA	NA
44x62_11	NA	NA
45x17_11	NA	NA
45x19_11	NA	NA
45x21_11	NA	NA
45x23_11	NA	NA
45x25_11	NA	NA
45x27_11	NA	NA
45x29_11	NA	NA
45x31_11	NA	NA
45x33_11	NA	NA
45x35_11	NA	NA
45x37_11	NA	NA
45x39_11	NA	NA
45x41_11	NA	NA
45x43_11	NA	NA
45x45_11	NA	NA
45x47_11	NA	NA
45x49_11	NA	NA
45x51_11	NA	NA
45x53_11	NA	NA
45x55_11	NA	NA
45x57_11	NA	NA
45x59_11	NA	NA
45x61_11	NA	NA
46x18_11	NA	NA
46x20_11	NA	NA
46x22_11	NA	NA
46x24_11	NA	NA
46x26_11	NA	NA
46x28_11	NA	NA
46x30_11	NA	NA
46x32_11	NA	NA
46x34_11	NA	NA
46x36_11	NA	NA
46x38_11	NA	NA
46x40_11	NA	NA
46x42_11	NA	NA
46x44_11	NA	NA
46x46_11	NA	NA
46x48_11	NA	NA
46x50_11	NA	NA
46x52_11	NA	NA
46x54_11	NA	NA
46x56_11	NA	NA
46x58_11	NA	NA
46x60_11	NA	NA
47x17_11	NA	NA
47x19_11	NA	NA
47x21_11	NA	NA
47x23_11	NA	NA
47x25_11	NA	NA
47x27_11	NA	NA
47x29_11	NA	NA
47x31_11	NA	NA
47x33_11	NA	NA
47x35_11	NA	NA
47x37_11	NA	NA
47x39_11	NA	NA
47x41_11	NA	NA
47x43_11	NA	NA
47x45_11	NA	NA
47x47_11	NA	NA
47x49_11	NA	NA
47x51_11	NA	NA
47x53_11	NA	NA
47x55_11	NA	NA
47x57_11	NA	NA
47x59_11	NA	NA
47x61_11	NA	NA
48x16_11	NA	NA
48x18_11	NA	NA
48x20_11	NA	NA
48x22_11	NA	NA
48x24_11	NA	NA
48x26_11	NA	NA
48x28_11	NA	NA
48x30_11	NA	NA
48x32_11	NA	NA
48x34_11	NA	NA
48x36_11	NA	NA
48x38_11	NA	NA
48x40_11	NA	NA
48x42_11	NA	NA
48x44_11	NA	NA
48x46_11	NA	NA
48x48_11	NA	NA
48x50_11	NA	NA
48x52_11	NA	NA
48x54_11	NA	NA
48x56_11	NA	NA
48x58_11	NA	NA
48x60_11	NA	NA
49x17_11	NA	NA
49x19_11	NA	NA
49x21_11	NA	NA
49x23_11	NA	NA
49x25_11	NA	NA
49x27_11	NA	NA
49x29_11	NA	NA
49x31_11	NA	NA
49x33_11	NA	NA
49x35_11	NA	NA
49x37_11	NA	NA
49x39_11	NA	NA
49x41_11	NA	NA
49x43_11	NA	NA
49x45_11	NA	NA
49x47_11	NA	NA
49x49_11	NA	NA
49x51_11	NA	NA
49x53_11	NA	NA
49x55_11	NA	NA
49x57_11	NA	NA
49x59_11	NA	NA
50x16_11	NA	NA
50x18_11	NA	NA
50x20_11	NA	NA
50x22_11	NA	NA
50x24_11	NA	NA
50x26_11	NA	NA
50x28_11	NA	NA
50x30_11	NA	NA
50x32_11	NA	NA
50x34_11	NA	NA
50x36_11	NA	NA
50x38_11	NA	NA
